carrier,service,origin_cep,dest_city,dest_uf,box_cm,weight_kg,dim_weight_kg,price_brl,days,source_url,measured_at,is_estimate,notes
JeT,Standard,03005-000,Fortaleza,CE,40x30x30,3,6.0,73.31,5,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:56.634761Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 4-6 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Total Express,Standard,03005-000,Fortaleza,CE,40x30x30,3,6.0,111.34,12,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:56.634761Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 11-12 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,PAC,03005-000,São Luís,MA,60x40x40,3,16.0,164.71,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,SEDEX,03005-000,São Luís,MA,60x40x40,3,16.0,420.57,6,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 4-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Package,03005-000,São Luís,MA,60x40x40,3,16.0,242.75,11,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 10-12 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Com,03005-000,São Luís,MA,60x40x40,3,16.0,374.65,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 9-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
LATAM Cargo,éFácil,03005-000,São Luís,MA,60x40x40,3,16.0,116.48,6,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 5-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Package Centralizado,03005-000,São Luís,MA,60x40x40,3,16.0,178.14,9,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-10 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Express,03005-000,São Luís,MA,60x40x40,3,16.0,276.66,11,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 10-12 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Coleta,03005-000,São Luís,MA,60x40x40,3,16.0,275.76,12,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 11-13 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
JeT,Standard,03005-000,São Luís,MA,60x40x40,3,16.0,252.50,5,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 4-6 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Loggi Ponto,03005-000,São Luís,MA,60x40x40,3,16.0,241.01,13,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 12-14 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Total Express,Standard,03005-000,São Luís,MA,60x40x40,3,16.0,279.43,9,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:41:58.511925Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-9 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,PAC,03005-000,São Luís,MA,40x30x30,3,6.0,74.27,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,SEDEX,03005-000,São Luís,MA,40x30x30,3,6.0,171.84,6,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 4-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Package,03005-000,São Luís,MA,40x30x30,3,6.0,95.63,11,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 10-12 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Com,03005-000,São Luís,MA,40x30x30,3,6.0,147.99,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 9-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
LATAM Cargo,éFácil,03005-000,São Luís,MA,40x30x30,3,6.0,55.69,6,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 5-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Package Centralizado,03005-000,São Luís,MA,40x30x30,3,6.0,80.21,9,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-10 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Express,03005-000,São Luís,MA,40x30x30,3,6.0,109.87,11,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 10-12 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Coleta,03005-000,São Luís,MA,40x30x30,3,6.0,120.06,12,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 11-13 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
JeT,Standard,03005-000,São Luís,MA,40x30x30,3,6.0,72.60,5,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 4-6 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Loggi Ponto,03005-000,São Luís,MA,40x30x30,3,6.0,97.17,13,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 12-14 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Total Express,Standard,03005-000,São Luís,MA,40x30x30,3,6.0,111.12,9,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:00.340153Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-9 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,PAC,03005-000,Belém,PA,60x40x40,3,16.0,133.73,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,SEDEX,03005-000,Belém,PA,60x40x40,3,16.0,348.08,6,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 4-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Package,03005-000,Belém,PA,60x40x40,3,16.0,218.24,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 9-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Com,03005-000,Belém,PA,60x40x40,3,16.0,309.77,9,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-10 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
LATAM Cargo,éFácil,03005-000,Belém,PA,60x40x40,3,16.0,155.64,6,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 5-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Package Centralizado,03005-000,Belém,PA,60x40x40,3,16.0,195.74,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 9-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Express,03005-000,Belém,PA,60x40x40,3,16.0,201.24,9,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-10 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Coleta,03005-000,Belém,PA,60x40x40,3,16.0,260.71,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 9-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
JeT,Standard,03005-000,Belém,PA,60x40x40,3,16.0,302.59,8,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 7-9 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Loggi Ponto,03005-000,Belém,PA,60x40x40,3,16.0,175.28,11,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 10-12 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Total Express,Standard,03005-000,Belém,PA,60x40x40,3,16.0,294.15,7,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:02.226129Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 6-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,PAC,03005-000,Belém,PA,40x30x30,3,6.0,60.63,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,SEDEX,03005-000,Belém,PA,40x30x30,3,6.0,142.55,6,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 4-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Package,03005-000,Belém,PA,40x30x30,3,6.0,73.15,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 9-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Com,03005-000,Belém,PA,40x30x30,3,6.0,122.54,9,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-10 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
LATAM Cargo,éFácil,03005-000,Belém,PA,40x30x30,3,6.0,80.68,6,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 5-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Package Centralizado,03005-000,Belém,PA,40x30x30,3,6.0,87.90,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 9-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Express,03005-000,Belém,PA,40x30x30,3,6.0,80.51,9,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-10 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Coleta,03005-000,Belém,PA,40x30x30,3,6.0,93.57,10,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 9-11 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
JeT,Standard,03005-000,Belém,PA,40x30x30,3,6.0,81.77,8,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 7-9 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Loggi Ponto,03005-000,Belém,PA,40x30x30,3,6.0,71.57,11,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 10-12 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Total Express,Standard,03005-000,Belém,PA,40x30x30,3,6.0,116.85,7,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:04.093533Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 6-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,PAC,03005-000,Salvador,BA,60x40x40,3,16.0,117.50,8,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 6-9 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,SEDEX,03005-000,Salvador,BA,60x40x40,3,16.0,248.24,3,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 1-4 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Package,03005-000,Salvador,BA,60x40x40,3,16.0,180.63,5,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 4-6 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Com,03005-000,Salvador,BA,60x40x40,3,16.0,203.65,4,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 3-5 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
LATAM Cargo,éFácil,03005-000,Salvador,BA,60x40x40,3,16.0,102.62,2,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 1-3 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Jadlog,.Package Centralizado,03005-000,Salvador,BA,60x40x40,3,16.0,152.22,5,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 4-6 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Express,03005-000,Salvador,BA,60x40x40,3,16.0,391.62,9,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 8-10 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Coleta,03005-000,Salvador,BA,60x40x40,3,16.0,192.09,6,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 5-7 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
JeT,Standard,03005-000,Salvador,BA,60x40x40,3,16.0,181.70,4,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 3-5 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Loggi,Loggi Ponto,03005-000,Salvador,BA,60x40x40,3,16.0,378.37,11,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 10-12 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Total Express,Standard,03005-000,Salvador,BA,60x40x40,3,16.0,136.15,6,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:05.905174Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 5-6 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
Correios,PAC,03005-000,Salvador,BA,40x30x30,3,6.0,53.54,8,"https://www.melhorenvio.com.br/api/v2/calculator (public GET, no login; same engine as the calculator on https://melhorenvio.com.br/)",2026-09-19T18:42:07.632307Z,FALSE,"MEASUREMENT public calculator (pre-registration, CPF or CNPJ, no contract, no minimum); delivery_range 6-9 days; insurance_value R$359 declared (R$180 for split boxes); site disclaimer: 'valores sao estimativas e podem variar devido a taxas, cubagem, quantidade de envios'"
